,Application mode,Course,Tuition fees up to date,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target_Graduate
2256,4,1,0,0,25,21,26,21,12,16,21,12,12,0
2257,15,4,1,0,20,7,13,3,10,6,14,2,11,0
2258,4,5,1,0,28,6,9,2,12,6,10,3,12,0
2259,12,3,1,0,41,7,7,7,12,6,6,6,13,1
2260,1,14,1,1,19,6,10,6,13,6,9,6,12,0
2261,14,9,1,0,22,5,6,0,0,5,8,2,11,0
2262,1,11,1,0,34,6,13,2,13,6,6,0,0,0
2263,12,4,0,0,28,11,14,11,15,10,11,10,15,0
2264,1,16,1,0,42,6,9,5,12,6,10,5,11,0
2265,9,6,0,0,21,6,10,5,14,6,11,4,14,0
2266,4,4,1,0,50,6,8,2,13,6,9,1,13,0
2267,1,9,1,0,19,5,5,0,0,5,5,0,0,0
2268,14,12,1,0,18,7,12,4,12,7,10,3,10,0
2269,12,17,1,0,59,5,7,0,0,5,7,0,0,0
2270,4,17,0,0,33,5,5,0,0,5,5,0,0,0
2271,8,5,1,1,23,6,8,6,13,6,7,5,12,1
2272,12,17,1,0,44,5,9,3,11,5,8,5,11,0
2273,1,3,1,0,37,6,0,0,0,6,0,0,0,0
2274,12,2,1,0,36,0,0,0,0,0,0,0,0,0
2275,1,17,0,0,22,5,7,3,11,5,8,2,10,0
2276,12,3,1,0,49,6,8,6,12,6,8,6,14,1
2277,16,15,1,0,23,6,7,6,13,6,6,4,12,1
2278,1,5,1,0,19,6,7,5,11,6,10,3,11,0
2279,14,3,1,0,47,6,9,6,12,6,6,0,0,0
2280,14,4,1,0,28,18,36,17,13,12,15,12,12,1
2281,15,4,1,0,21,6,13,4,11,6,15,4,10,0
2282,1,11,0,0,21,6,9,5,11,6,8,5,10,0
2283,14,10,1,0,21,11,14,10,12,10,13,10,11,1
2284,1,5,1,0,20,6,8,6,13,6,12,4,11,0
2285,13,9,0,0,49,5,5,0,0,5,9,0,0,0
2286,12,17,1,0,40,5,5,5,11,5,5,5,13,1
2287,8,11,1,1,22,6,8,6,13,6,8,6,14,1
2288,13,7,1,0,19,5,6,4,11,5,7,2,11,0
2289,12,17,1,0,31,5,5,0,0,5,7,0,0,0
2290,13,7,1,0,30,6,9,2,15,6,7,2,13,0
2291,1,10,1,0,19,6,9,5,10,6,11,5,11,1
2292,9,9,1,0,22,5,11,3,13,5,10,3,11,0
2293,1,15,1,0,19,6,8,6,12,6,8,6,13,1
2294,8,2,0,0,21,0,0,0,0,0,0,0,0,0
2295,8,14,1,0,19,6,8,6,15,6,7,6,13,1
2296,14,9,1,0,22,5,11,0,0,5,7,1,10,0
2297,1,10,1,0,22,6,10,5,11,6,8,5,11,1
2298,1,10,1,0,19,6,12,4,12,6,9,6,11,1
2299,12,11,0,0,26,6,0,0,0,6,0,0,0,0
2300,15,7,1,0,23,7,12,3,14,6,12,1,14,0
2301,8,5,1,0,18,6,7,6,12,6,10,5,10,0
2302,1,9,1,1,22,5,8,5,10,5,11,2,11,0
2303,9,7,1,0,19,5,9,5,11,5,9,5,14,0
2304,8,9,1,0,20,5,14,0,0,5,5,0,0,0
2305,1,5,1,1,22,6,6,6,11,6,6,6,12,0
2306,4,8,0,0,18,5,7,2,13,5,5,0,0,0
2307,14,17,1,0,39,2,5,0,0,4,4,0,0,0
2308,1,12,1,0,18,8,8,0,0,8,8,0,0,0
2309,8,7,1,1,18,5,5,5,13,5,5,5,14,1
2310,1,10,1,1,19,6,7,6,13,6,6,6,14,1
2311,1,12,1,0,18,7,7,6,13,8,8,8,12,1
2312,1,9,1,1,18,5,7,4,12,5,5,0,0,0
2313,15,8,1,0,22,5,7,4,14,5,5,5,14,1
2314,1,10,1,0,19,6,7,6,12,6,6,6,12,1
2315,1,8,1,0,18,5,5,5,15,5,5,5,15,0
2316,12,7,0,0,31,5,9,2,13,5,9,2,16,0
2317,12,17,1,0,28,5,5,0,0,5,5,0,0,0
2318,1,5,1,0,19,6,0,0,0,6,0,0,0,0
2319,8,11,1,0,20,6,7,6,13,6,8,6,14,1
2320,12,10,1,0,50,6,7,4,12,6,7,0,0,0
2321,14,5,1,0,38,6,9,5,16,6,11,4,16,0
2322,12,17,1,0,31,5,8,1,11,5,5,1,13,0
2323,12,12,1,0,27,7,7,7,14,7,7,7,14,0
2324,9,10,1,0,21,6,9,6,10,6,10,6,10,1
2325,12,7,1,0,34,5,8,1,10,5,9,0,0,0
2326,16,7,1,0,19,5,10,0,0,5,7,1,10,0
2327,12,17,0,0,40,5,10,2,10,5,5,3,10,0
2328,1,2,1,1,18,0,0,0,0,0,0,0,0,1
2329,12,5,0,1,46,6,6,0,0,6,6,0,0,0
2330,14,3,1,0,37,6,12,0,0,5,10,0,0,0
2331,12,4,1,0,31,6,8,0,0,6,10,0,0,0
2332,12,4,1,0,34,6,15,5,13,6,15,5,12,1
2333,1,2,1,1,18,0,0,0,0,0,0,0,0,0
2334,1,14,1,1,18,6,7,6,13,6,6,6,14,1
2335,8,5,1,1,19,6,6,6,12,6,7,6,11,1
2336,14,17,1,0,40,5,6,4,10,8,18,5,11,0
2337,12,8,1,0,25,6,6,0,0,6,6,0,0,0
2338,8,7,1,0,20,5,5,4,14,6,8,3,13,0
2339,8,7,1,0,20,5,6,5,15,5,8,5,13,0
2340,12,4,0,0,43,6,0,0,0,6,0,0,0,0
2341,8,7,1,0,18,5,8,4,12,5,7,3,14,0
2342,14,4,1,0,35,18,22,18,11,13,13,12,11,1
2343,8,17,1,0,23,5,6,4,13,5,5,5,13,1
2344,8,12,1,0,19,7,8,7,12,9,12,8,11,1
2345,17,6,1,1,21,11,15,9,14,9,15,7,13,1
2346,14,14,1,0,19,6,17,4,12,6,8,4,13,0
2347,9,7,1,0,20,5,7,5,12,5,7,5,15,1
2348,12,14,1,1,30,6,0,0,0,6,0,0,0,0
2349,12,11,1,0,44,6,6,6,12,6,6,6,11,1
2350,9,12,1,0,19,8,8,7,13,8,8,7,13,1
2351,15,8,1,0,22,18,32,12,12,12,15,10,14,1
2352,1,8,1,0,18,5,7,4,14,5,5,5,14,1
2353,8,14,1,1,21,6,8,4,14,6,6,5,11,1
2354,1,6,1,0,18,6,0,0,0,6,0,0,0,0
2355,8,14,1,0,18,6,8,6,13,6,7,6,14,1
2356,1,2,1,0,19,0,0,0,0,0,0,0,0,1
2357,15,4,1,0,21,6,12,4,11,6,11,4,11,0
2358,12,4,1,0,31,6,8,6,15,6,10,6,14,1
2359,8,11,1,0,21,6,10,4,11,6,10,2,10,0
2360,12,7,1,0,24,5,12,1,10,5,11,1,11,0
2361,13,15,1,0,27,4,8,0,0,5,10,0,0,0
2362,1,9,1,0,20,5,9,3,10,5,6,5,12,1
2363,15,7,1,0,22,5,9,0,0,5,6,2,11,0
2364,1,4,1,1,19,6,9,4,12,6,10,4,12,0
2365,9,15,1,0,19,6,6,6,13,6,6,6,14,1
2366,1,2,1,0,23,17,19,13,12,17,28,11,11,0
2367,8,8,1,0,18,6,7,6,14,6,8,6,13,1
2368,1,15,0,0,29,6,8,6,16,6,6,5,13,0
2369,12,8,1,0,29,5,11,1,18,5,10,3,13,0
2370,15,4,1,0,20,6,11,6,11,6,12,5,11,0
2371,1,2,1,1,19,0,0,0,0,0,0,0,0,1
2372,8,2,1,0,22,0,0,0,0,0,0,0,0,0
2373,1,14,1,0,20,6,10,5,14,6,10,6,12,0
2374,12,8,1,0,24,5,13,4,13,5,9,3,12,0
2375,1,14,0,0,21,6,9,4,13,6,6,5,11,0
2376,12,9,1,1,25,5,7,4,14,5,7,4,14,1
2377,12,9,0,0,32,5,9,0,0,5,5,0,0,0
2378,14,17,0,0,26,12,12,8,11,8,8,3,11,0
2379,1,8,1,1,18,6,7,6,13,6,8,6,12,1
2380,8,11,1,1,19,6,8,5,12,6,10,6,12,1
2381,1,5,1,1,19,6,6,6,15,6,6,6,12,1
2382,4,7,1,0,27,6,6,6,13,5,7,5,15,0
2383,17,4,1,0,21,12,20,10,11,12,15,9,11,0
2384,8,7,1,0,20,5,10,4,11,5,11,0,0,0
2385,15,5,1,0,21,6,6,6,14,6,8,6,11,1
2386,1,15,1,0,22,6,10,5,13,6,12,3,10,0
2387,1,2,0,0,19,0,0,0,0,0,0,0,0,1
2388,8,9,1,1,18,5,8,4,10,5,10,2,12,0
2389,12,10,1,0,28,5,6,0,0,5,5,0,0,0
2390,12,4,0,0,25,10,23,6,11,7,15,4,12,0
2391,14,4,1,0,25,14,24,8,12,13,23,10,11,0
2392,1,9,1,0,18,5,11,2,13,5,11,3,12,0
2393,1,11,1,0,26,6,6,0,0,6,12,0,0,0
2394,8,9,1,1,18,5,8,5,12,5,7,5,11,1
2395,14,15,1,0,22,6,17,3,11,6,14,3,12,0
2396,12,4,1,0,25,6,8,0,0,6,10,0,0,0
2397,1,15,1,0,19,6,9,5,11,6,13,5,12,0
2398,8,15,1,0,19,6,7,6,14,6,7,6,14,1
2399,8,12,1,0,19,7,9,7,12,8,10,8,11,1
2400,12,3,1,0,45,8,10,4,11,8,13,4,11,0
2401,12,17,1,0,52,5,7,5,11,5,6,5,12,1
2402,1,9,0,0,20,5,9,3,12,5,7,3,11,0
2403,1,12,1,0,19,8,8,7,15,8,8,7,15,1
2404,1,12,0,0,21,7,12,4,12,7,12,4,11,0
2405,12,3,0,0,35,6,6,6,14,6,6,6,14,1
2406,12,2,1,0,36,0,0,0,0,0,0,0,0,1
2407,12,12,0,0,47,7,7,0,0,8,8,0,0,0
2408,9,17,1,0,22,5,0,0,0,5,0,0,0,0
2409,12,17,1,0,41,5,8,4,11,5,8,3,11,0
2410,4,7,1,0,26,5,5,0,0,5,6,0,0,0
2411,12,3,0,0,51,6,13,4,11,6,12,0,0,0
2412,12,17,1,0,43,5,11,3,10,5,10,4,12,0
2413,12,3,1,0,41,6,9,5,11,6,10,3,10,1
2414,14,9,1,0,23,10,19,8,11,10,16,10,11,1
2415,14,10,1,0,22,6,11,0,0,5,10,0,0,0
2416,8,5,1,1,25,6,8,4,10,6,6,4,11,0
2417,14,17,1,0,25,15,16,15,10,14,14,14,11,1
2418,17,2,0,1,22,12,15,11,12,11,16,11,12,1
2419,12,4,1,0,24,7,7,7,13,6,9,5,13,0
2420,12,6,1,0,47,6,0,0,0,6,0,0,0,0
2421,12,17,1,0,41,5,5,0,0,5,5,0,0,0
2422,12,4,1,0,43,6,9,6,14,6,11,5,12,1
2423,12,4,1,0,29,3,4,0,0,4,8,0,0,0
2424,12,7,1,0,30,2,2,0,0,2,2,0,0,0
2425,12,9,0,0,26,4,4,0,0,5,0,0,0,0
2426,12,17,0,0,27,5,10,0,0,5,5,0,0,0
2427,12,14,1,1,36,5,5,5,11,5,7,5,11,1
2428,12,4,1,0,29,9,13,6,11,7,10,6,10,0
2429,13,7,1,0,35,10,12,7,11,8,8,5,13,0
2430,1,15,1,1,18,6,12,4,11,6,10,5,12,1
2431,1,17,1,1,24,5,5,5,16,5,5,5,16,1
2432,1,15,1,1,18,6,6,6,12,6,7,6,12,0
2433,8,7,1,0,18,5,7,4,12,5,10,3,13,0
2434,14,6,1,0,21,5,11,0,0,5,11,3,11,0
2435,13,7,1,0,21,5,10,5,13,5,10,5,12,1
2436,12,4,1,0,32,18,27,13,13,12,18,12,12,1
2437,1,7,1,1,22,5,9,3,12,6,14,3,12,0
2438,4,4,0,0,32,17,31,11,12,12,24,10,12,0
2439,14,14,1,0,35,5,5,1,14,5,5,0,0,0
2440,9,9,0,0,23,5,0,0,0,5,0,0,0,0
2441,12,3,1,0,39,6,8,5,11,6,12,3,11,0
2442,14,14,1,0,35,5,5,0,0,5,5,1,10,0
2443,12,4,1,0,32,6,8,6,18,12,14,12,17,1
2444,1,16,1,0,20,6,12,0,0,6,12,0,0,0
2445,12,12,1,0,34,7,15,6,11,7,16,4,12,0
2446,4,17,1,0,44,7,9,7,13,5,6,5,16,0
2447,12,11,1,0,53,11,12,2,15,9,10,3,10,1
2448,12,7,0,0,28,5,10,0,0,5,7,0,0,0
2449,4,17,1,0,31,9,9,9,14,5,5,5,12,0
2450,1,2,0,0,18,0,0,0,0,0,0,0,0,0
2451,12,4,0,0,44,7,14,4,12,6,16,0,0,0
2452,1,6,1,0,19,5,9,5,12,5,8,4,12,1
2453,6,2,1,0,21,12,12,12,15,11,15,11,13,0
2454,9,7,1,1,18,5,5,0,0,5,5,0,0,0
2455,15,4,1,0,20,6,8,6,14,6,10,6,15,1
2456,12,5,1,0,55,6,6,6,14,6,6,6,13,1
2457,1,9,1,0,27,5,12,3,10,5,12,1,13,0
2458,8,7,1,0,19,5,0,0,0,5,0,0,0,0
2459,1,9,1,0,18,5,5,5,11,5,5,5,13,1
2460,12,15,1,0,43,6,10,4,11,6,7,0,0,0
2461,9,11,1,0,18,6,0,0,0,6,0,0,0,0
2462,1,2,1,0,18,0,0,0,0,0,0,0,0,0
2463,8,11,1,1,20,6,7,0,0,6,6,0,0,0
2464,12,17,0,0,29,5,7,4,11,5,8,4,11,0
2465,12,8,1,0,44,6,9,5,11,6,11,0,0,0
2466,1,7,1,0,18,5,7,4,10,5,8,1,16,0
2467,15,4,1,1,20,6,11,5,13,6,13,6,12,0
2468,14,5,1,0,20,6,6,4,12,9,12,3,12,0
2469,12,9,1,0,36,4,4,0,0,5,9,0,0,0
2470,15,8,1,0,19,6,13,5,11,6,12,2,11,0
2471,12,6,0,0,29,5,5,0,0,5,5,0,0,0
2472,1,14,1,0,18,6,6,4,11,6,10,3,10,0
2473,12,4,0,0,24,6,0,0,0,6,0,0,0,0
2474,1,15,1,0,20,6,6,6,14,6,7,6,15,1
2475,12,3,0,0,45,6,7,0,0,5,5,0,0,0
2476,14,12,1,1,28,23,23,20,13,23,23,20,13,1
2477,1,11,1,0,23,6,8,6,12,6,10,5,12,0
2478,1,12,1,0,18,7,7,7,12,8,11,7,11,1
2479,1,9,1,0,23,5,7,3,10,5,7,3,11,0
2480,14,2,1,0,22,0,0,0,0,0,0,0,0,0
2481,1,5,1,1,22,6,6,6,12,6,6,5,12,1
2482,12,17,1,0,33,5,5,5,13,5,6,5,14,1
2483,17,4,1,0,21,12,20,10,12,12,14,11,12,1
2484,12,9,1,0,45,5,6,5,14,5,5,5,14,1
2485,12,4,0,0,44,10,10,4,11,7,8,1,12,0
2486,12,14,1,0,42,6,0,0,0,6,0,0,0,0
2487,9,9,1,0,20,5,0,0,0,5,0,0,0,0
2488,8,9,1,0,20,5,7,3,12,5,12,2,12,0
2489,1,11,1,1,20,6,7,6,14,6,6,6,12,1
2490,8,15,1,0,20,6,11,3,13,6,13,4,10,0
2491,1,9,1,0,19,5,9,5,10,5,13,2,13,0
2492,16,3,0,0,26,8,13,4,10,10,16,7,10,0
2493,12,4,1,0,31,6,10,6,15,6,11,5,12,1
2494,1,15,1,1,19,6,6,6,12,6,6,6,14,1
2495,12,15,1,0,28,6,7,6,13,6,6,6,13,1
2496,1,2,1,1,20,0,0,0,0,0,0,0,0,1
2497,1,3,1,0,43,6,6,6,13,6,6,6,12,1
2498,12,2,1,1,25,0,0,0,0,0,0,0,0,0
2499,12,10,1,0,40,6,13,2,10,6,10,1,15,0
2500,15,6,1,0,20,6,7,6,13,6,16,5,13,1
2501,12,3,1,0,46,6,13,3,12,6,6,6,13,1
2502,16,1,1,0,26,21,23,20,13,14,18,14,11,1
2503,12,12,1,1,34,7,7,6,12,8,9,7,13,1
2504,9,16,1,0,19,6,0,0,0,6,0,0,0,0
2505,1,12,1,1,18,8,8,7,13,8,8,7,13,1
2506,1,13,1,0,18,7,9,7,11,8,10,8,11,1
2507,12,3,1,1,37,7,9,6,11,6,7,5,12,1
2508,8,2,1,1,23,0,0,0,0,0,0,0,0,1
2509,14,5,1,0,26,14,14,14,14,13,13,13,13,1
2510,5,15,0,0,18,6,8,5,12,6,0,0,0,0
2511,6,12,1,0,18,7,15,4,11,7,10,5,12,0
2512,8,12,1,0,19,7,8,7,13,8,8,8,13,1
2513,5,6,1,0,18,6,10,6,13,6,12,6,12,1
2514,1,14,1,0,19,6,6,6,13,6,8,5,12,0
2515,8,7,1,0,20,5,10,4,14,5,14,1,10,0
2516,8,5,1,1,22,6,7,6,12,6,9,4,12,1
2517,1,12,1,1,18,8,8,7,12,8,8,7,12,1
2518,8,11,1,1,18,6,8,6,12,6,6,6,13,1
2519,1,15,1,1,18,6,7,6,12,6,6,6,13,1
2520,1,11,1,1,18,6,7,6,13,6,6,6,13,1
2521,1,11,1,0,18,6,8,6,12,6,6,6,11,1
2522,8,12,1,1,19,7,8,7,13,8,9,7,13,1
2523,8,16,1,0,20,6,0,0,0,6,0,0,0,0
2524,8,10,1,1,19,6,12,6,11,6,7,0,0,0
2525,1,6,1,0,18,6,13,6,13,6,12,3,11,1
2526,1,5,1,1,18,6,6,6,14,6,6,6,12,0
2527,8,12,1,1,18,7,7,7,14,8,8,8,13,1
2528,8,15,1,0,18,6,6,6,15,6,7,6,14,1
2529,8,9,1,1,18,5,5,5,11,5,12,4,12,1
2530,8,15,1,0,18,6,6,6,11,6,6,6,12,1
2531,15,4,1,1,20,6,8,6,12,6,10,6,13,1
2532,7,10,1,1,19,6,14,3,12,6,7,6,11,1
2533,8,8,1,1,18,6,7,6,12,6,8,6,13,0
2534,1,10,1,1,19,6,7,6,11,6,8,6,13,1
2535,8,16,1,0,19,6,8,5,11,6,7,4,10,0
2536,14,8,1,0,19,5,10,5,14,5,7,5,15,0
2537,1,14,1,0,19,6,7,6,14,6,6,6,15,1
2538,6,14,1,0,20,6,6,6,13,6,9,5,13,1
2539,9,8,1,1,18,5,7,4,11,5,5,5,12,1
2540,4,9,1,0,33,5,9,2,14,5,5,0,0,0
2541,1,16,1,1,19,7,8,6,12,6,6,0,0,0
2542,8,13,1,1,18,7,7,7,13,8,8,8,14,1
2543,8,5,1,0,19,6,0,0,0,6,0,0,0,0
2544,15,4,1,0,19,6,18,3,11,6,14,4,11,0
2545,1,15,1,0,18,6,6,6,16,6,7,6,14,1
2546,1,10,1,0,20,6,6,6,13,6,6,6,11,1
2547,1,12,1,0,19,8,9,8,13,8,9,8,13,1
2548,1,15,1,1,18,6,6,6,14,6,6,6,14,1
2549,8,11,1,1,19,6,14,2,10,6,6,0,0,0
2550,14,3,1,0,25,16,16,15,13,13,13,11,12,1
2551,8,5,1,1,20,6,6,6,12,6,6,6,14,0
2552,1,3,1,0,19,6,6,6,12,6,6,6,11,1
2553,8,17,1,0,33,5,8,2,10,5,5,0,0,0
2554,9,7,1,0,18,5,11,3,10,5,9,3,11,0
2555,1,7,1,0,18,5,9,4,10,5,11,2,10,0
2556,6,9,1,0,19,5,10,4,12,5,6,5,11,1
2557,1,2,1,0,18,0,0,0,0,0,0,0,0,0
2558,14,9,1,0,19,5,11,5,11,5,9,2,10,0
2559,1,15,1,0,18,6,6,6,14,6,6,6,13,0
2560,8,16,1,0,18,6,7,6,13,6,8,5,12,1
2561,1,12,1,0,18,8,8,8,13,8,8,8,13,1
2562,12,12,1,0,37,7,9,2,10,7,9,0,0,0
2563,1,10,1,0,20,6,11,1,12,5,10,0,0,0
2564,1,11,1,1,20,6,6,6,14,6,6,6,13,1
2565,6,10,1,0,21,6,7,6,12,6,7,6,13,1
2566,8,12,1,1,18,7,7,7,13,8,9,8,14,1
2567,12,3,1,0,26,6,14,3,10,6,9,5,11,0
2568,12,9,1,0,41,5,6,5,11,5,8,5,12,0
2569,1,15,1,1,18,6,6,6,13,6,6,6,14,1
2570,1,12,1,0,18,8,9,8,14,8,9,8,14,1
2571,1,12,1,0,31,7,9,7,15,8,8,8,16,1
2572,1,10,1,0,23,6,8,6,12,6,6,6,14,1
2573,1,12,1,0,19,7,7,6,14,7,7,6,14,1
2574,7,15,1,1,20,6,6,6,15,6,6,6,13,1
2575,12,3,1,0,40,9,9,9,15,7,7,7,14,1
2576,15,6,1,0,32,6,14,4,11,6,14,3,11,0
2577,1,11,1,0,24,6,14,2,10,6,11,1,10,0
2578,8,12,1,0,18,7,7,6,13,7,7,6,13,1
2579,1,10,1,0,18,6,6,6,13,6,6,6,12,1
2580,1,10,1,1,18,6,6,6,13,6,6,6,13,1
2581,12,4,0,0,27,6,8,0,0,6,8,0,0,0
2582,1,9,1,0,18,5,5,5,14,5,5,5,15,1
2583,12,17,1,0,26,5,10,4,12,5,9,4,11,0
2584,1,16,1,0,19,6,6,6,14,6,7,6,13,1
2585,8,3,1,0,19,6,8,5,12,6,7,6,12,1
2586,9,9,1,0,21,5,8,3,12,5,9,3,12,0
2587,1,9,1,0,24,5,11,2,10,5,14,1,11,0
2588,8,16,1,0,20,6,8,3,12,6,11,2,10,0
2589,1,16,1,0,18,6,7,5,12,6,7,5,12,0
2590,12,4,1,0,30,6,6,0,0,6,6,0,0,0
2591,1,16,0,0,22,7,10,6,11,7,8,6,13,0
2592,4,9,1,0,21,9,9,9,10,10,18,10,11,1
2593,12,13,1,0,26,7,12,6,12,8,8,8,11,0
2594,8,9,1,0,23,5,7,2,10,5,9,1,12,0
2595,8,5,1,1,18,6,6,6,12,6,6,6,12,1
2596,1,5,1,0,21,6,9,5,11,6,8,5,12,0
2597,14,2,1,1,18,0,0,0,0,0,0,0,0,0
2598,8,6,1,0,21,5,14,2,13,5,8,4,12,0
2599,8,16,1,0,18,6,8,5,13,6,7,5,12,0
2600,8,16,1,1,19,6,6,6,13,6,8,5,12,0
2601,8,11,1,0,22,6,14,4,12,6,11,3,11,0
2602,1,10,1,0,19,6,7,6,12,6,7,6,12,1
2603,1,6,0,0,19,5,12,0,0,5,8,0,0,0
2604,8,10,1,0,19,6,10,2,10,6,11,1,13,0
2605,15,6,1,0,27,5,12,3,14,5,8,5,12,1
2606,5,6,1,0,22,5,7,5,14,5,10,5,12,1
2607,1,15,1,0,18,6,8,5,13,6,7,6,13,0
2608,8,11,1,0,20,6,6,6,11,6,8,4,12,1
2609,14,17,1,0,34,8,9,3,11,7,7,2,10,0
2610,8,12,1,0,18,7,9,6,12,8,9,8,13,1
2611,8,15,1,0,20,6,12,4,14,6,7,4,12,1
2612,1,8,1,0,20,5,6,5,16,5,6,5,15,1
2613,12,17,1,0,25,5,7,0,0,5,8,0,0,0
2614,1,7,1,0,18,5,6,5,12,5,9,3,13,0
2615,1,8,0,0,18,6,8,5,11,6,11,4,13,0
2616,8,16,1,1,18,6,8,5,12,6,13,0,0,0
2617,8,11,1,1,19,6,7,5,11,6,7,5,12,1
2618,8,16,1,1,19,6,8,6,12,6,7,5,12,0
2619,15,10,1,1,21,6,6,6,14,6,7,6,12,1
2620,13,5,1,0,29,10,15,9,11,11,17,10,11,0
2621,1,5,1,1,20,6,6,6,12,6,6,6,11,1
2622,16,3,1,1,21,13,13,11,12,11,11,10,12,1
2623,14,17,1,0,34,2,2,2,10,1,1,1,11,0
2624,1,15,1,0,20,6,6,6,12,6,6,6,12,1
2625,12,17,1,0,24,5,10,0,0,5,7,1,12,0
2626,1,12,1,0,18,7,7,7,14,8,9,8,14,1
2627,1,12,1,0,19,7,7,7,12,7,7,7,12,0
2628,1,9,1,1,18,5,10,4,10,5,10,4,11,0
2629,12,17,1,0,28,5,7,4,12,5,7,5,14,0
2630,12,17,1,0,28,5,13,2,11,5,12,1,12,0
2631,8,11,1,0,20,6,9,4,10,6,12,0,0,0
2632,14,12,1,0,22,8,9,8,12,8,9,8,12,1
2633,1,12,1,0,19,8,8,7,12,8,8,7,12,1
2634,1,14,1,0,20,6,10,6,12,6,8,4,13,0
2635,12,13,1,0,26,7,7,2,11,5,10,0,0,0
2636,1,11,0,0,21,6,11,3,11,6,14,0,0,0
2637,7,2,1,0,18,0,0,0,0,0,0,0,0,1
2638,8,9,1,0,18,5,5,5,13,5,6,5,12,1
2639,1,2,1,0,22,17,21,17,12,17,20,17,12,1
2640,12,7,1,0,36,5,0,0,0,5,0,0,0,0
2641,1,15,1,1,20,6,8,6,12,6,8,6,11,1
2642,8,14,1,0,20,6,6,3,12,6,9,0,0,0
2643,12,17,1,0,25,5,11,4,11,5,11,3,13,0
2644,12,4,1,0,35,6,7,5,12,6,11,5,13,1
2645,1,2,1,0,22,0,0,0,0,0,0,0,0,0
2646,14,5,1,0,26,7,8,7,13,8,11,7,12,0
2647,15,4,0,0,20,6,16,4,11,6,15,2,12,0
2648,14,3,1,0,50,13,13,6,11,11,11,2,13,0
2649,1,12,1,0,20,8,12,5,12,8,12,5,12,0
2650,1,12,1,0,20,7,10,5,13,8,9,8,13,0
2651,4,4,0,0,35,6,10,5,15,6,9,1,11,0
2652,1,14,1,1,19,6,7,6,13,6,8,6,14,1
2653,12,9,1,0,43,5,14,0,0,5,5,0,0,0
2654,8,12,1,0,19,8,11,7,13,8,11,7,13,1
2655,12,12,1,0,25,8,11,6,12,8,11,6,12,1
2656,7,2,1,0,19,0,0,0,0,0,0,0,0,1
2657,8,16,1,1,20,6,6,6,12,6,7,6,12,0
2658,1,2,1,0,22,0,0,0,0,0,0,0,0,0
2659,1,11,1,1,19,6,7,6,11,6,6,5,12,0
2660,12,17,1,0,32,5,11,4,10,5,11,4,11,0
2661,12,15,1,0,57,6,7,5,14,6,6,6,14,1
2662,1,12,0,0,20,7,11,4,12,7,7,4,11,0
2663,12,17,0,0,38,5,5,0,0,5,5,0,0,0
2664,12,17,1,0,45,5,6,5,14,5,6,5,14,1
2665,12,15,0,0,43,6,16,2,10,6,12,4,12,0
2666,8,5,1,0,19,6,6,6,13,6,8,6,13,1
2667,12,17,0,0,49,5,8,2,11,5,5,1,11,0
2668,12,12,1,0,43,8,8,7,11,8,8,7,11,0
2669,12,3,1,0,34,6,6,4,12,5,5,0,0,0
2670,8,7,1,0,18,5,9,4,12,5,11,5,11,0
2671,12,17,1,0,43,5,5,5,13,5,6,5,13,1
2672,1,11,1,0,21,6,8,3,12,6,9,1,11,0
2673,12,17,1,0,40,5,9,3,11,5,8,4,12,0
2674,8,14,1,1,19,6,7,4,13,6,10,6,11,1
2675,1,11,1,0,27,6,6,6,10,6,8,4,11,0
2676,13,13,1,0,43,7,7,0,0,8,13,2,13,0
2677,14,17,1,0,31,5,6,5,13,5,7,5,15,1
2678,15,4,1,0,26,6,6,0,0,6,7,0,0,0
2679,12,17,1,0,34,5,5,5,15,5,5,5,16,1
2680,14,12,1,0,30,14,26,12,12,14,26,12,12,1
2681,12,12,1,0,36,7,9,6,12,8,11,0,0,0
2682,4,17,0,0,46,5,5,0,0,5,5,1,10,0
2683,8,6,1,0,22,5,8,3,13,5,8,3,10,1
2684,4,4,1,0,27,6,8,0,0,6,10,0,0,0
2685,1,7,1,0,20,5,7,5,10,5,9,3,12,0
2686,16,9,1,0,20,5,7,5,11,5,7,3,10,0
2687,13,7,0,0,31,4,4,0,0,5,5,0,0,0
2688,1,7,1,0,20,5,7,0,0,5,5,0,0,0
2689,8,15,0,0,21,6,10,2,12,6,0,0,0,0
2690,8,9,1,0,21,5,7,4,10,5,10,2,11,0
2691,1,9,1,0,19,5,8,5,11,5,10,4,13,1
2692,8,9,1,1,20,5,6,5,11,5,8,4,11,1
2693,1,4,1,0,18,6,7,6,16,6,6,6,15,1
2694,1,15,1,1,18,6,6,6,12,6,6,6,11,1
2695,12,12,1,0,30,7,12,4,14,7,9,6,13,0
2696,12,11,0,0,34,6,6,0,0,6,6,0,0,0
2697,8,14,0,0,21,6,11,4,12,6,9,4,13,0
2698,15,5,1,0,20,7,9,5,12,9,10,8,12,0
2699,1,12,1,0,18,8,8,7,13,8,8,7,13,1
2700,1,2,1,0,21,0,0,0,0,0,0,0,0,0
2701,13,4,1,0,26,6,9,1,10,6,6,0,0,0
