Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
6,1,13,3,3,4,0,0,1,0,0,34,11,6,6,15,0,0,7,7,6,15,3,0.995930023856633,0.9959763720125493,0
8,2,6,28,4,10,1,0,1,0,1,18,6,6,5,10,0,0,6,10,6,12,3,0.9989011270698678,0.9937507748200751,1
12,1,14,14,10,8,0,0,1,1,0,21,5,9,5,13,0,0,5,11,5,11,1,0.8357528288462671,0.9915817520385997,1
6,1,11,14,5,3,1,1,0,1,0,21,6,15,5,13,0,0,6,8,3,13,3,0.8561207651835887,0.4243129894036565,0
8,1,12,3,6,11,0,0,1,0,0,18,7,10,7,14,0,0,8,8,7,14,0,0.8567784767051458,0.8799049811305126,1
12,1,9,14,10,11,0,0,1,1,0,35,5,9,2,13,0,0,5,7,5,11,0,0.8419987427569727,0.8484067734317066,1
16,1,16,1,5,3,0,1,1,0,0,18,6,10,6,13,0,2,11,12,5,12,-4,1.0060552073137448,1.0050360068713666,0
1,1,15,27,6,9,1,0,0,0,0,26,6,14,2,10,1,0,6,6,0,0,3,0.16200177279159877,0.0016586338967793871,0
1,2,11,1,32,8,1,0,1,0,0,19,6,7,6,13,0,0,6,12,5,13,3,0.4389834062442102,0.6634016615954771,0
1,1,14,14,5,4,1,0,1,0,0,21,6,9,5,12,0,0,6,8,5,11,0,0.9912872575371394,0.8342195543274559,1
3,1,5,14,5,5,0,0,1,0,0,19,6,9,6,13,0,0,6,9,6,13,1,1.0071173391372954,0.9990380859227025,0
8,1,12,1,4,5,1,0,1,1,0,20,7,10,6,14,0,0,8,9,6,13,0,0.9919662044612936,0.8444473746308987,1
1,1,10,27,10,9,0,0,1,0,1,41,6,6,6,13,0,0,6,6,6,13,0,1.0079552508894296,0.9998765467334145,1
8,3,12,2,4,9,1,0,1,1,1,18,8,7,7,15,0,0,8,8,8,14,0,1.0004653159576404,0.8512076168752507,1
3,1,14,1,5,9,1,0,1,1,0,19,6,16,4,12,0,2,6,15,3,10,3,0.3684284163886476,0.4008370019412335,0
9,1,9,28,5,4,0,0,0,0,0,21,6,12,3,12,0,1,6,11,2,11,-3,0.663421867896011,0.6352590686027477,0
14,2,2,1,6,6,1,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,-4,-0.014532882406867963,-0.011047254228396024,0
14,1,9,27,1,12,1,0,1,0,0,51,5,6,0,0,0,0,5,6,0,0,2,-0.013455949687240993,-0.020528831092627372,1
8,4,14,27,6,8,1,0,0,0,0,21,6,6,2,10,0,0,6,5,0,12,-3,0.8351867600810686,0.8148881266434491,1
12,1,7,27,10,10,0,0,0,1,0,47,6,6,0,0,0,0,5,6,0,0,1,0.02161744274596822,-0.013200695139566558,0
8,3,15,14,6,10,1,0,1,0,0,19,6,6,6,13,0,0,6,6,6,13,1,0.9990800448305582,0.99150040214897,1
1,2,12,1,8,4,1,1,1,0,0,18,8,8,6,12,0,0,8,10,7,13,0,0.8719379723052813,0.8417042971677781,1
12,1,6,27,1,7,0,0,1,0,0,44,5,6,5,13,0,0,5,6,5,13,0,0.9969576702336513,0.9939123783358225,0
12,1,9,1,10,9,0,0,1,1,0,26,5,7,10,12,0,0,5,11,4,14,-1,0.8583303922653552,0.5230791884214866,0
6,1,3,1,6,8,1,1,1,1,0,19,14,15,6,13,0,0,6,15,5,13,0,1.0063167231159225,1.004127097748067,1
12,1,9,14,5,4,0,0,1,0,0,35,5,8,3,11,0,0,5,10,3,15,-4,0.833512590393788,0.3105852327989548,0
8,3,15,1,5,4,0,1,1,1,0,19,5,6,6,15,0,0,6,6,6,14,0,0.9986861105513284,1.006921981090598,1
8,2,9,1,6,10,1,0,1,0,0,18,5,9,3,12,0,0,5,8,3,10,0,0.5754518628594852,0.27834286505372263,1
17,1,9,28,10,10,1,1,1,0,0,21,15,23,12,15,2,4,11,11,11,11,1,0.8477108175611859,0.8350628721499274,1
14,1,10,27,1,10,0,1,1,0,0,39,6,8,9,11,0,2,11,12,5,11,-3,0.864263317087999,0.8505685555174273,1
14,1,6,27,10,10,1,0,1,0,0,33,10,14,10,11,0,11,12,14,10,12,-3,0.8472751226687876,0.857106097334819,1
12,1,9,27,10,10,0,0,1,1,0,24,5,10,4,10,0,0,5,8,5,10,1,0.5982887168621129,0.6070098096463948,0
12,1,15,12,8,4,0,1,1,1,1,18,6,10,6,13,0,0,6,8,6,11,0,0.8377712107217821,0.321171208719052,1
13,1,13,17,16,23,1,1,1,0,0,20,16,17,17,10,1,4,11,14,11,11,-4,0.28548822520386397,0.3596260714384129,0
1,1,8,3,10,9,1,0,0,0,0,18,10,8,5,13,2,1,7,9,7,12,2,0.8352970961259404,0.3257535443397037,1
8,5,2,28,5,9,1,0,1,0,0,19,6,0,0,0,0,0,6,0,0,0,0,-0.010305562190931483,0.030465202478513923,0
1,4,6,24,1,12,0,1,1,1,0,27,0,6,0,0,0,0,5,6,0,0,1,-0.010707835944124736,-0.007924243571238651,1
1,1,16,14,4,11,1,0,1,0,0,20,8,11,2,10,0,5,6,12,5,11,3,0.5178802305347767,0.8677136210759012,0
8,2,14,28,10,10,1,0,1,0,1,18,6,6,6,13,0,0,6,7,5,13,0,0.9915349590945581,0.803309318496966,1
1,2,12,1,10,10,1,0,1,0,0,20,8,9,7,12,0,0,8,8,7,12,0,0.8736123121426869,0.8541956141131196,1
1,4,6,28,5,10,1,1,1,0,0,19,5,12,3,11,0,0,5,12,3,11,3,0.4274635114936305,0.38152924596092924,0
14,1,9,1,32,6,0,1,0,1,0,18,5,13,2,10,1,0,6,11,2,11,-3,0.43246416000830734,0.2127021540101252,0
1,3,3,29,5,8,1,0,1,0,0,20,6,6,0,13,0,0,6,6,0,0,0,0.8354765429104662,1.0026501263222678,1
17,1,6,28,4,11,1,1,1,0,1,24,11,24,9,13,0,10,11,14,5,13,3,1.0057976160129192,0.9986663772407733,1
16,1,12,27,10,2,0,0,1,0,0,31,8,8,10,14,0,0,7,14,7,14,1,0.8527806344165427,0.8284804019055059,0
9,4,12,14,3,2,1,0,1,0,0,20,7,8,7,14,7,0,8,8,7,14,1,0.8615292600564961,0.8873274861972285,1
1,2,12,2,10,9,0,0,1,0,0,19,8,8,7,12,0,0,8,8,7,12,0,0.8704498988896083,0.8893657922642998,1
12,1,11,27,1,8,1,0,1,0,0,55,6,16,6,11,0,0,6,10,0,0,0,0.3747056894435855,0.3550280220663895,0
16,1,13,1,1,4,1,0,1,1,0,20,10,10,10,11,0,0,8,11,2,13,0,1.0066681284271535,0.6632861112364001,0
1,1,2,28,29,10,1,1,1,1,0,19,6,10,3,13,0,2,6,6,6,13,-4,1.0032156521060993,1.0125072314923078,1
15,1,5,1,5,3,1,0,1,1,0,19,6,16,2,0,1,0,6,0,0,0,0,0.06121242260988824,-0.013608739730154255,0
8,1,9,14,10,8,0,0,1,1,0,18,5,6,6,12,0,0,5,6,6,13,0,0.9953301631424627,0.9927199275811105,1
15,4,6,28,1,9,1,1,0,1,0,24,6,6,0,10,0,0,6,11,0,0,-3,-0.0140109517070175,0.007242560860025439,1
15,4,11,1,29,3,1,0,0,0,0,18,6,10,2,13,0,0,6,11,2,11,0,0.21435480156007058,0.6393487323622679,0
8,2,12,28,10,10,0,0,1,0,0,19,5,11,5,11,0,0,5,9,5,14,0,1.0002507691421922,0.9911276963449654,1
12,1,16,14,6,1,0,0,1,1,0,34,5,9,4,13,0,0,16,12,5,11,1,0.8351030391510056,0.8494174082707764,0
12,1,9,27,10,10,0,0,1,0,0,44,5,6,3,0,0,0,5,6,0,11,-3,-0.017458812458977912,-0.009787199160990797,0
1,1,10,27,10,8,0,0,1,0,0,20,6,10,5,11,0,0,6,6,5,12,0,0.833408468110307,0.8424696033620017,1
1,3,10,1,5,11,1,0,1,0,0,19,6,8,6,13,0,0,6,9,6,14,3,1.0055430946959336,0.6382338532513078,1
8,2,2,1,5,10,1,0,1,1,1,18,0,1,0,0,0,0,0,1,0,0,0,-0.0005385493191579129,-0.007366407525560834,0
4,1,3,2,29,11,0,0,1,0,0,26,6,17,6,12,0,0,6,12,5,13,0,0.8688508613378009,0.8383905151744967,1
14,1,14,3,3,12,1,1,1,0,0,28,6,12,2,0,1,0,6,12,0,0,0,0.43161583736323395,-0.014146733094762935,0
1,1,12,14,10,10,1,1,1,0,1,19,8,8,6,13,0,0,7,7,5,12,1,1.000889730260539,0.8342500681052851,1
8,2,11,1,4,2,1,1,1,0,0,19,6,11,5,13,0,1,6,11,5,11,3,0.45950456874334716,0.856987523032207,0
8,1,6,14,32,11,1,0,1,1,0,19,5,11,2,10,0,0,5,11,4,10,0,0.6121031703541866,0.2642719124570302,0
4,1,11,27,10,7,1,1,1,0,0,20,6,16,6,13,0,0,6,8,5,13,0,0.815455538638897,0.8443187548137857,0
14,1,9,14,10,8,0,0,1,0,0,21,5,12,5,12,0,0,5,12,5,11,0,1.0084888158554135,0.9859487794482307,1
8,1,12,14,5,10,0,0,1,0,0,33,8,12,11,11,0,0,11,9,7,13,0,0.6708852643317882,0.8371362307166818,0
14,1,9,24,5,9,1,0,1,0,0,38,5,6,6,15,0,0,5,5,5,13,0,0.9992592051424953,0.9900901383770673,1
7,1,3,27,10,10,0,1,1,0,1,28,6,8,6,13,0,0,12,7,6,11,-4,1.0026685832722242,0.9904245428750689,1
1,4,12,3,1,2,1,0,1,0,0,24,7,15,0,13,0,0,7,10,0,0,0,0.8388637888530073,0.012525204089778162,1
1,4,15,28,6,10,1,0,1,0,0,23,6,6,3,12,0,0,6,6,0,0,0,0.01581555848594504,-0.010737944710745673,0
8,6,2,27,10,2,1,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,-0.009110847584877865,-0.007284731687271139,0
1,1,12,14,10,3,0,0,1,1,0,19,8,7,7,14,0,0,7,8,8,13,-4,0.8695234885121577,0.8715305572168539,1
14,1,12,27,5,10,0,0,1,0,0,21,8,10,7,14,0,11,8,7,7,14,0,0.8698682883999337,0.8797963417871117,1
8,1,10,28,5,8,1,0,1,0,1,31,6,8,6,12,0,0,7,7,6,13,0,0.8571848265072873,0.9941275000011497,1
12,1,8,28,10,8,0,1,1,1,0,19,5,6,5,14,0,0,6,6,6,13,0,1.0094399853039555,1.0027820315337879,1
1,1,5,1,20,6,1,0,1,0,0,26,7,11,9,13,0,5,6,11,5,14,0,0.8516185696502091,1.0012791097050056,1
4,1,6,1,5,10,0,0,1,1,0,23,5,14,3,15,2,0,5,11,2,14,0,0.626523293188506,0.298268076288296,0
13,1,12,27,10,10,1,0,1,1,0,20,8,9,7,13,0,11,8,12,7,14,0,0.8965666545849184,0.8670314488510831,1
12,1,9,27,10,10,1,0,1,0,0,20,0,5,0,0,1,0,5,5,0,0,0,-0.02292898582961328,-0.0012561058841775966,0
18,1,3,4,19,22,1,0,1,0,0,34,3,15,0,0,5,0,5,5,0,0,-3,0.004012655934667781,-0.003905422952763443,0
8,1,12,3,4,5,1,0,1,1,0,18,7,9,7,14,0,0,8,9,8,13,0,0.9958398623625729,0.9940621520286514,1
1,5,9,14,10,10,1,0,1,0,1,18,5,6,5,11,0,0,5,5,5,12,0,1.002741190812998,0.9904269802099758,1
14,1,12,1,4,36,0,0,1,0,0,31,5,14,10,13,0,0,5,7,5,13,0,0.8385842622389351,0.9903697603963774,1
1,1,17,28,10,4,0,1,1,1,0,23,5,7,5,14,0,0,5,7,5,14,0,0.829720829190587,0.8345446029322173,1
9,2,2,1,1,13,1,0,1,0,0,18,0,0,0,0,5,0,0,0,0,0,-3,-0.006013634952385602,-0.002988947331354007,0
1,1,5,1,10,7,1,0,1,0,0,21,6,15,5,11,0,0,6,12,5,12,0,0.814519902792353,0.8494580641371654,1
1,1,15,1,10,10,1,0,1,0,1,18,6,6,5,14,0,0,6,6,5,13,1,1.010813253642256,0.996101019514514,1
8,2,7,14,4,8,0,0,1,1,0,18,5,9,2,10,0,0,5,9,3,11,0,0.1808661614126937,0.24984093035637786,0
12,1,6,27,6,5,0,0,1,0,0,27,6,6,6,11,0,0,6,6,4,13,-1,0.9943177042444155,0.9962504256118077,0
1,2,11,14,10,8,1,1,1,0,0,24,6,9,3,12,0,0,6,14,5,13,3,0.8636182027344518,0.8625306544524137,1
8,1,12,27,8,10,0,0,1,0,1,24,7,9,5,13,0,0,7,12,8,13,-4,1.0019129947611674,0.990839834506734,1
15,3,5,3,3,6,1,0,1,0,0,18,6,9,3,11,0,0,6,10,5,10,0,0.8227122687965708,0.29977393089141924,0
8,2,9,28,10,9,1,0,1,0,1,18,5,8,2,10,0,0,6,8,5,11,1,0.8299675357641487,0.996738801029949,1
8,2,14,1,6,4,1,0,1,0,0,18,5,7,4,12,0,0,5,8,5,12,2,0.8350236643701301,1.0004039102050635,1
1,4,12,14,10,10,1,1,1,0,0,20,8,6,6,14,0,0,7,8,5,12,3,1.0104827819624975,1.0038655481526828,1
14,1,5,28,10,7,0,0,1,0,0,26,5,6,0,15,0,0,6,6,0,0,0,0.019921495997213514,-0.0038449679956241573,1
1,4,16,1,10,11,0,0,1,0,0,34,6,7,6,13,0,0,6,6,6,12,1,1.0035022280676058,0.9867855251168826,1
12,2,15,14,10,10,1,0,1,0,0,30,6,6,6,16,0,0,6,6,6,13,-4,1.009190952828687,0.9985029735429234,1
12,1,12,1,10,7,0,0,1,1,0,23,7,10,0,0,0,0,7,9,0,0,-1,-0.009883749168412899,0.000548216024194465,0
1,4,12,1,8,6,1,1,1,1,0,20,7,9,7,12,0,0,7,12,7,13,0,0.6888700788721588,0.9951539245823472,1
1,1,16,27,10,10,1,1,0,0,0,37,7,12,7,12,0,0,8,11,5,12,0,0.8692709534132449,0.8437733299028125,1
1,1,8,1,4,6,1,1,0,1,0,26,6,14,2,10,0,0,6,12,0,0,-3,0.4331898174523642,-0.022850137314621585,0
13,1,6,1,5,3,1,1,1,0,0,26,5,14,3,13,3,0,5,11,0,0,0,0.25073633420269076,0.44500698302126823,0
12,1,4,14,6,2,0,0,1,1,0,27,6,14,0,0,0,0,3,0,0,0,-3,-0.019991526133144158,-0.019408140761110387,0
1,1,9,14,10,8,0,0,1,1,0,38,5,6,3,10,0,0,5,10,4,10,-3,0.6515250940710241,0.2195618355849867,0
1,1,9,28,10,10,1,1,1,0,0,43,5,14,14,11,2,5,11,10,5,13,-1,1.0001874321267643,0.9980979974170782,1
8,6,12,1,3,11,0,0,1,0,0,20,7,9,7,13,0,0,8,8,5,13,-4,0.8427377085208986,0.8564810928102461,1
8,1,5,28,10,8,0,0,1,0,0,18,6,6,6,14,0,0,6,6,6,14,2,1.003016348864397,1.0133872275767906,1
1,2,7,1,6,8,0,0,0,1,0,19,6,15,3,11,1,0,6,12,2,10,0,0.40672646348268104,0.26386521926474776,0
8,5,15,28,10,9,1,0,1,0,1,18,6,6,6,13,0,0,6,7,6,13,3,1.0093075924214774,0.9948119659577225,1
1,1,14,1,1,5,0,0,1,1,0,19,6,10,2,13,0,0,5,12,2,10,1,0.4441253908209327,0.4434003023257004,0
1,1,4,14,2,11,1,0,1,0,0,19,6,15,5,13,0,0,6,15,3,10,-4,0.2113572610501303,0.642919170642576,0
8,3,10,28,10,8,1,0,1,0,0,18,6,9,5,12,0,0,6,11,5,12,0,0.8336873310379123,0.8087889502727371,1
8,3,4,28,8,6,0,0,1,0,1,19,8,6,6,13,0,0,7,8,5,13,0,1.0027402038862232,0.9955616110537708,1
12,1,3,27,10,10,0,0,1,0,0,26,5,6,5,11,0,0,6,6,5,13,0,0.8361064371586163,0.8237794294190647,0
1,3,11,27,10,10,1,0,1,0,0,19,5,9,3,11,0,0,6,8,4,11,3,0.8243098078155263,0.25083693234603155,1
1,4,10,14,7,9,1,0,1,0,0,19,6,7,5,14,0,0,6,6,6,11,0,0.8464446648443342,0.8524047903344796,1
8,1,4,1,5,11,0,0,1,1,0,19,5,7,6,13,0,0,5,6,5,13,-4,0.992459491758011,0.3960177580979308,1
14,1,8,24,21,3,0,0,1,0,0,26,11,6,2,10,5,0,5,11,3,11,0,0.4691540680250731,0.3683207306920904,0
1,4,5,14,5,11,1,0,1,0,0,18,6,7,6,13,0,0,6,5,6,15,0,0.9954954273070039,1.0024583561825113,1
1,1,6,1,3,9,0,0,1,0,0,43,6,6,4,12,0,0,6,8,5,11,0,0.8278150134878436,0.8261426665449921,0
12,1,6,1,31,10,1,1,1,0,0,19,5,11,0,10,0,0,5,11,2,10,-3,0.04529265030709512,0.21443400962156678,0
8,1,8,1,10,10,1,0,1,1,0,39,10,10,5,13,0,0,6,11,5,14,2,0.8468947341404698,1.003948425597455,1
1,2,12,14,7,4,1,0,1,1,0,32,6,7,6,14,0,0,6,6,6,13,-3,1.002849618983916,1.0081056348774142,1
1,1,12,27,10,10,0,0,1,0,1,20,7,8,7,13,0,0,7,7,7,11,2,0.8663586840691915,0.8266487436114135,1
12,1,12,14,6,11,0,0,1,1,0,27,7,9,7,14,0,0,7,9,7,15,0,0.8540972096335006,0.8831015835137058,0
8,1,6,1,5,5,0,0,0,0,0,27,6,7,4,11,1,0,6,10,2,10,0,0.6029913205938287,0.4344742670374324,0
8,2,6,27,6,4,1,0,1,0,0,18,5,6,5,13,0,0,5,8,5,13,1,1.0104200104165253,0.9993138701084056,1
12,1,9,29,1,11,0,0,0,1,0,33,5,17,0,0,3,0,5,5,0,0,0,-0.0012568183661742112,-0.0023109627235871713,0
1,6,12,2,6,10,0,0,1,1,0,20,7,10,7,13,0,0,8,7,7,12,2,0.9979222302514369,0.8408271519509932,1
12,1,9,14,3,12,0,1,1,1,0,19,5,8,2,13,0,0,5,10,2,13,0,0.4232844898266723,0.37346252471741104,0
8,3,12,14,4,5,1,0,1,0,0,18,7,8,6,13,0,0,8,9,8,13,0,0.8435670382172047,0.9978160364848393,1
1,5,16,14,5,11,0,0,1,0,0,18,7,7,6,13,0,0,7,7,6,13,-4,0.9991444435515748,0.8459531077747171,1
8,1,9,29,13,36,0,0,1,1,0,28,5,6,3,13,0,0,5,5,0,11,-3,0.9898051678952635,-0.0150103309616666,0
8,1,16,14,4,6,0,0,1,1,0,25,6,10,6,12,0,0,6,9,4,14,1,0.5005481703691064,0.6945889382785586,1
8,3,5,14,29,8,1,0,1,0,1,19,7,7,6,13,0,0,6,9,6,14,2,0.9989192452981963,1.000253237332498,1
12,1,17,24,1,12,0,0,1,1,0,36,5,3,0,0,1,0,5,5,0,0,0,0.007568583828914143,-0.006059685297455923,0
17,1,4,14,21,11,1,0,1,1,0,22,6,7,6,14,1,2,6,19,10,13,3,1.0082498860704079,0.4820152742520779,1
8,1,6,14,3,11,0,0,1,0,0,18,5,12,5,11,0,0,8,12,5,11,0,0.8267652568921632,0.3602418261362852,1
1,3,12,3,4,4,1,0,1,1,0,18,7,9,6,13,0,0,7,9,5,13,0,1.0029684849633864,0.98886303617933,1
1,1,9,27,10,11,0,0,1,1,0,32,5,6,5,12,0,0,5,5,0,0,-3,-0.0021058127042602416,0.9950437337916466,1
8,2,4,27,6,2,0,0,1,1,0,18,6,12,2,13,0,0,6,12,5,11,-3,0.4397700590942031,0.826001709844958,0
8,2,14,1,6,9,1,0,1,0,0,19,6,9,6,13,0,0,8,9,5,11,3,1.0043775061915254,0.9931646767380901,1
8,2,8,14,3,8,1,1,1,0,0,18,5,10,5,13,0,0,5,7,5,11,0,0.4976721686568263,0.2851297913168559,1
1,6,12,14,5,11,1,0,1,0,0,18,7,10,6,13,0,0,8,8,6,13,0,0.8602562604380258,1.0023813282264022,1
12,1,9,2,10,10,1,1,1,1,0,44,5,9,5,11,0,0,5,7,5,13,1,1.006360723260037,0.6667437832288405,1
12,1,15,14,8,6,0,1,1,0,0,20,5,6,0,0,0,0,0,0,0,0,0,0.024995208740494556,-0.007949252087768002,1
1,6,12,14,10,10,1,0,1,0,0,19,7,8,7,13,0,0,8,8,7,13,0,0.878165713270665,0.8512975705622807,1
12,2,6,28,10,10,1,0,1,0,0,49,6,10,6,0,0,1,6,6,0,13,0,0.8228841335501546,0.015701657381878315,0
1,4,16,1,6,3,1,0,1,0,0,20,6,15,5,11,0,0,6,9,5,12,3,0.824400172173913,0.28470954260322645,0
8,9,11,28,5,35,1,0,1,0,0,20,6,13,5,10,0,0,11,12,4,11,3,0.99897596048543,0.36656174731210855,1
8,2,6,28,4,6,0,0,1,0,0,19,6,8,4,13,0,0,5,9,5,14,0,0.6043421755884518,0.6406330429613974,0
14,1,6,1,2,11,0,0,1,1,0,34,11,16,14,12,2,11,11,14,11,11,-4,0.9989113197677161,1.003169898543214,1
8,2,12,3,5,11,1,1,1,0,0,19,7,10,4,12,0,0,6,12,2,10,3,0.6425792221256779,0.38946308952506253,0
12,1,9,1,10,7,0,0,1,1,0,25,10,9,9,13,0,0,8,18,7,13,1,0.8300864065796835,0.8629085723056112,0
9,1,2,27,1,11,0,0,1,0,0,30,6,0,0,0,0,0,6,1,0,0,2,-0.0160300042678115,-0.005891363291231053,0
12,1,3,14,10,10,0,0,1,1,0,34,6,10,5,12,0,0,6,7,2,13,0,0.49878731675356247,0.8442167605682591,0
15,1,3,14,6,6,0,0,1,0,0,20,6,0,0,0,0,0,6,0,0,0,0,0.014111329855235204,0.006319153282446102,0
14,1,7,24,6,13,1,1,1,1,0,27,3,6,0,0,0,0,5,7,0,0,0,-0.014345711874681893,-0.020097483445324943,0
1,1,16,28,10,8,0,0,1,0,0,19,6,8,6,13,0,0,6,7,5,13,1,1.002902407963493,1.001994938697779,1
9,2,3,28,6,10,1,0,1,1,0,19,7,8,6,13,6,0,7,12,7,10,0,0.5225395056204895,0.4602279708026785,0
1,3,5,14,6,11,1,0,1,0,0,19,6,9,6,13,0,0,6,9,6,13,2,1.0019716501877434,0.9941076774694608,1
1,2,12,27,3,9,0,0,1,0,0,19,7,8,7,13,0,0,8,8,8,15,3,0.8334133095629742,0.8382953387209389,1
14,1,4,28,5,3,0,0,1,1,0,30,6,12,6,12,0,0,6,7,2,14,-4,0.8549960698277997,0.8709488945084995,0
8,1,12,14,6,11,0,0,1,0,0,18,6,7,6,13,0,0,6,12,6,13,1,1.001069857108907,0.8297284608318335,0
3,1,9,6,16,23,0,0,1,1,0,20,5,14,2,10,0,0,5,11,3,11,0,0.5926120923747302,0.3148788477540603,0
8,3,14,28,5,10,1,1,1,0,0,18,6,9,6,13,0,0,6,10,6,13,3,0.8539890446436366,0.6728512584763007,1
8,1,14,1,29,1,0,0,1,0,0,24,6,7,6,15,0,0,6,6,6,14,0,0.9973387437513204,0.9901822030242441,1
8,1,16,10,5,4,1,1,1,1,0,21,6,14,5,10,0,2,6,11,5,12,-4,0.6395564331819297,0.46920847206550514,0
1,6,12,14,4,2,1,0,1,0,0,18,7,10,7,14,0,0,8,9,8,14,0,0.8700171541075379,0.8515304134661683,1
12,1,9,1,5,6,1,0,1,0,0,31,5,10,2,10,0,1,5,8,3,14,0,0.18771666068031373,0.3572942318888277,0
8,1,11,14,1,10,1,0,1,1,0,20,7,0,0,0,0,0,0,0,0,0,1,-0.02997734689703385,-0.013436274237057635,0
8,2,10,1,3,9,1,0,1,0,0,20,6,6,6,13,0,0,6,9,5,13,1,0.9992776807990503,1.007764148601541,1
12,1,12,27,10,10,0,0,1,1,0,35,13,8,11,12,0,0,8,12,7,12,-4,0.866660480911126,0.8814104966590589,0
13,1,3,1,5,8,1,0,1,0,0,36,13,17,16,13,2,11,11,22,11,13,3,0.9928787718320158,0.9963369916744103,1
14,1,3,24,1,7,0,1,0,0,0,42,10,15,14,10,5,1,11,16,11,11,0,0.530731425410139,0.3698598334024272,0
8,5,11,1,6,10,1,0,1,0,0,18,6,0,6,13,0,0,6,8,4,13,0,1.001882226329307,0.47335018895467673,1
3,1,5,9,5,6,0,0,1,0,0,19,6,13,5,13,0,2,6,13,5,13,3,1.0020233688022342,0.8252457685025951,1
14,1,6,28,5,10,0,0,1,0,0,23,14,19,18,13,2,11,10,18,11,11,3,0.841767382071152,0.9857104255915828,1
1,1,3,14,5,10,0,0,1,0,0,26,6,16,4,14,0,0,7,8,5,11,-4,0.8539678258627633,0.850780491302679,0
13,1,3,24,1,8,0,0,1,1,0,42,3,6,0,0,0,0,6,6,0,0,0,0.002091364052192183,0.004513840611652288,0
1,1,4,1,6,11,1,0,1,0,0,19,10,8,6,13,0,0,8,15,7,11,3,1.0102749942901332,0.854877223981756,1
7,1,16,14,29,11,0,0,1,0,0,43,6,8,6,14,0,0,7,7,6,11,1,1.002662187529434,0.8498934500281639,1
8,2,11,27,10,8,1,0,1,0,1,21,6,8,5,11,0,0,6,12,5,11,2,0.8586371704162913,0.8706288651656808,1
1,5,6,28,9,10,1,0,0,0,0,18,6,17,2,10,0,0,6,13,2,10,-3,0.6220429514312329,0.435997775684058,0
1,1,13,1,1,9,0,1,1,1,0,23,5,9,6,13,0,0,7,7,6,13,0,1.0001555614432442,0.9928650042625109,0
17,1,16,1,4,5,1,1,1,1,0,19,11,18,9,14,0,7,10,12,12,11,1,0.7305624449352879,0.5816947379296646,0
8,3,10,28,6,10,1,0,1,0,1,18,6,6,5,12,0,0,5,6,5,12,0,0.8587566592251584,0.9923416832865447,1
14,1,5,27,6,10,0,0,1,0,0,44,11,13,11,13,0,5,8,18,11,13,-4,0.8465276925514844,1.0046741554958643,1
15,1,17,24,1,10,0,0,1,0,0,30,5,12,3,0,0,0,5,10,0,0,1,0.5068088840783713,-0.018365864489053252,0
1,3,15,1,5,7,1,1,1,0,0,18,6,7,6,15,0,0,6,7,6,13,2,0.9939725481043807,0.9950085228973785,1
6,3,16,1,6,8,1,0,1,0,0,19,6,12,3,10,0,0,6,11,2,11,0,0.6373348610200903,0.4003087498809101,0
14,1,9,27,10,10,1,0,1,1,0,20,5,12,4,11,2,0,5,7,5,11,-3,0.8168360731363825,0.8116647652196954,1
1,2,15,3,5,5,1,1,1,0,0,19,6,6,6,12,0,0,6,7,6,13,1,1.0037701247677207,0.9993366098061254,1
12,1,12,27,6,4,0,0,1,1,0,18,7,7,7,15,0,0,7,9,8,13,0,0.9984059241899145,0.8724915835412598,1
1,1,10,14,10,10,1,0,1,0,0,19,6,6,6,12,0,0,6,6,6,13,0,1.0004161543690686,0.9922023899035883,1
14,1,5,1,1,7,1,0,1,1,0,26,10,23,17,12,0,12,11,17,12,13,-4,0.9994491146209779,0.9969783313457947,1
12,1,5,1,10,7,0,0,1,0,0,26,6,6,6,13,0,0,6,6,6,13,0,0.9980747397865842,1.000478579391178,1
12,1,12,27,10,5,0,0,1,1,0,25,8,8,7,10,0,0,7,10,7,11,0,0.8831179887030068,0.8939470460584774,0
1,5,10,4,10,10,0,0,1,1,0,19,6,10,4,12,0,0,6,10,5,11,3,0.6418026388592768,0.8631742446934467,1
12,1,17,3,1,5,0,0,1,1,0,24,5,10,0,0,0,0,5,11,0,0,0,-0.0019950025728103036,0.0049716580462178354,0
1,4,14,1,10,11,1,0,1,0,0,18,6,6,5,12,0,0,6,8,5,13,1,0.9973988580686164,0.9882313957732333,1
8,1,15,14,1,10,0,0,1,0,0,48,6,6,6,11,0,0,6,6,6,13,0,0.9935490029505587,1.005211293536166,1
1,3,11,28,10,10,1,0,1,0,0,18,6,6,6,13,0,0,6,6,5,12,0,1.0055507764807539,1.0041816016522713,1
8,5,14,28,4,8,0,0,1,1,0,19,5,6,5,13,0,0,5,5,5,13,2,1.0045940738265666,0.9917152191474337,1
