Course,Debtor,Tuition fees up to date,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target_Graduate
17,1,0,0,29,5,7,4,11,5,8,4,11,0
8,1,1,0,44,6,9,5,11,6,11,0,0,0
7,0,1,0,18,5,7,4,10,5,8,1,16,0
4,0,1,1,20,6,11,5,13,6,13,6,12,0
5,0,1,0,20,6,6,4,12,9,12,3,12,0
9,0,1,0,36,4,4,0,0,5,9,0,0,0
8,0,1,0,19,6,13,5,11,6,12,2,11,0
6,0,0,0,29,5,5,0,0,5,5,0,0,0
14,0,1,0,18,6,6,4,11,6,10,3,10,0
4,0,0,0,24,6,0,0,0,6,0,0,0,0
15,0,1,0,20,6,6,6,14,6,7,6,15,1
3,1,0,0,45,6,7,0,0,5,5,0,0,0
12,0,1,1,28,23,23,20,13,23,23,20,13,1
11,0,1,0,23,6,8,6,12,6,10,5,12,0
12,0,1,0,18,7,7,7,12,8,11,7,11,1
9,0,1,0,23,5,7,3,10,5,7,3,11,0
2,0,1,0,22,0,0,0,0,0,0,0,0,0
5,0,1,1,22,6,6,6,12,6,6,5,12,1
17,0,1,0,33,5,5,5,13,5,6,5,14,1
4,0,1,0,21,12,20,10,12,12,14,11,12,1
9,0,1,0,45,5,6,5,14,5,5,5,14,1
4,0,0,0,44,10,10,4,11,7,8,1,12,0
14,0,1,0,42,6,0,0,0,6,0,0,0,0
9,0,1,0,20,5,0,0,0,5,0,0,0,0
9,0,1,0,20,5,7,3,12,5,12,2,12,0
11,0,1,1,20,6,7,6,14,6,6,6,12,1
15,0,1,0,20,6,11,3,13,6,13,4,10,0
9,0,1,0,19,5,9,5,10,5,13,2,13,0
3,1,0,0,26,8,13,4,10,10,16,7,10,0
4,0,1,0,31,6,10,6,15,6,11,5,12,1
15,1,1,1,19,6,6,6,12,6,6,6,14,1
15,0,1,0,28,6,7,6,13,6,6,6,13,1
2,0,1,1,20,0,0,0,0,0,0,0,0,1
3,0,1,0,43,6,6,6,13,6,6,6,12,1
2,0,1,1,25,0,0,0,0,0,0,0,0,0
10,1,1,0,40,6,13,2,10,6,10,1,15,0
6,0,1,0,20,6,7,6,13,6,16,5,13,1
3,0,1,0,46,6,13,3,12,6,6,6,13,1
1,0,1,0,26,21,23,20,13,14,18,14,11,1
12,0,1,1,34,7,7,6,12,8,9,7,13,1
16,0,1,0,19,6,0,0,0,6,0,0,0,0
12,0,1,1,18,8,8,7,13,8,8,7,13,1
13,0,1,0,18,7,9,7,11,8,10,8,11,1
3,0,1,1,37,7,9,6,11,6,7,5,12,1
2,0,1,1,23,0,0,0,0,0,0,0,0,1
5,0,1,0,26,14,14,14,14,13,13,13,13,1
15,0,0,0,18,6,8,5,12,6,0,0,0,0
12,0,1,0,18,7,15,4,11,7,10,5,12,0
12,0,1,0,19,7,8,7,13,8,8,8,13,1
6,0,1,0,18,6,10,6,13,6,12,6,12,1
14,0,1,0,19,6,6,6,13,6,8,5,12,0
7,0,1,0,20,5,10,4,14,5,14,1,10,0
5,0,1,1,22,6,7,6,12,6,9,4,12,1
12,0,1,1,18,8,8,7,12,8,8,7,12,1
11,0,1,1,18,6,8,6,12,6,6,6,13,1
15,0,1,1,18,6,7,6,12,6,6,6,13,1
11,0,1,1,18,6,7,6,13,6,6,6,13,1
11,0,1,0,18,6,8,6,12,6,6,6,11,1
12,0,1,1,19,7,8,7,13,8,9,7,13,1
16,0,1,0,20,6,0,0,0,6,0,0,0,0
10,0,1,1,19,6,12,6,11,6,7,0,0,0
6,0,1,0,18,6,13,6,13,6,12,3,11,1
5,0,1,1,18,6,6,6,14,6,6,6,12,0
12,0,1,1,18,7,7,7,14,8,8,8,13,1
15,0,1,0,18,6,6,6,15,6,7,6,14,1
9,0,1,1,18,5,5,5,11,5,12,4,12,1
15,1,1,0,18,6,6,6,11,6,6,6,12,1
4,0,1,1,20,6,8,6,12,6,10,6,13,1
10,0,1,1,19,6,14,3,12,6,7,6,11,1
8,0,1,1,18,6,7,6,12,6,8,6,13,0
10,0,1,1,19,6,7,6,11,6,8,6,13,1
16,0,1,0,19,6,8,5,11,6,7,4,10,0
8,0,1,0,19,5,10,5,14,5,7,5,15,0
14,0,1,0,19,6,7,6,14,6,6,6,15,1
14,1,1,0,20,6,6,6,13,6,9,5,13,1
8,0,1,1,18,5,7,4,11,5,5,5,12,1
9,0,1,0,33,5,9,2,14,5,5,0,0,0
16,0,1,1,19,7,8,6,12,6,6,0,0,0
13,0,1,1,18,7,7,7,13,8,8,8,14,1
5,0,1,0,19,6,0,0,0,6,0,0,0,0
4,0,1,0,19,6,18,3,11,6,14,4,11,0
15,0,1,0,18,6,6,6,16,6,7,6,14,1
10,0,1,0,20,6,6,6,13,6,6,6,11,1
12,0,1,0,19,8,9,8,13,8,9,8,13,1
15,0,1,1,18,6,6,6,14,6,6,6,14,1
11,1,1,1,19,6,14,2,10,6,6,0,0,0
3,0,1,0,25,16,16,15,13,13,13,11,12,1
5,0,1,1,20,6,6,6,12,6,6,6,14,0
3,0,1,0,19,6,6,6,12,6,6,6,11,1
17,1,1,0,33,5,8,2,10,5,5,0,0,0
7,1,1,0,18,5,11,3,10,5,9,3,11,0
7,0,1,0,18,5,9,4,10,5,11,2,10,0
9,0,1,0,19,5,10,4,12,5,6,5,11,1
2,0,1,0,18,0,0,0,0,0,0,0,0,0
9,0,1,0,19,5,11,5,11,5,9,2,10,0
15,0,1,0,18,6,6,6,14,6,6,6,13,0
16,0,1,0,18,6,7,6,13,6,8,5,12,1
12,0,1,0,18,8,8,8,13,8,8,8,13,1
12,0,1,0,37,7,9,2,10,7,9,0,0,0
10,0,1,0,20,6,11,1,12,5,10,0,0,0
11,0,1,1,20,6,6,6,14,6,6,6,13,1
10,0,1,0,21,6,7,6,12,6,7,6,13,1
12,0,1,1,18,7,7,7,13,8,9,8,14,1
3,0,1,0,26,6,14,3,10,6,9,5,11,0
9,1,1,0,41,5,6,5,11,5,8,5,12,0
15,0,1,1,18,6,6,6,13,6,6,6,14,1
12,1,1,0,18,8,9,8,14,8,9,8,14,1
12,0,1,0,31,7,9,7,15,8,8,8,16,1
10,1,1,0,23,6,8,6,12,6,6,6,14,1
12,0,1,0,19,7,7,6,14,7,7,6,14,1
15,0,1,1,20,6,6,6,15,6,6,6,13,1
3,0,1,0,40,9,9,9,15,7,7,7,14,1
6,1,1,0,32,6,14,4,11,6,14,3,11,0
11,0,1,0,24,6,14,2,10,6,11,1,10,0
12,0,1,0,18,7,7,6,13,7,7,6,13,1
10,0,1,0,18,6,6,6,13,6,6,6,12,1
10,0,1,1,18,6,6,6,13,6,6,6,13,1
4,0,0,0,27,6,8,0,0,6,8,0,0,0
9,0,1,0,18,5,5,5,14,5,5,5,15,1
17,0,1,0,26,5,10,4,12,5,9,4,11,0
16,0,1,0,19,6,6,6,14,6,7,6,13,1
3,0,1,0,19,6,8,5,12,6,7,6,12,1
9,0,1,0,21,5,8,3,12,5,9,3,12,0
9,0,1,0,24,5,11,2,10,5,14,1,11,0
16,0,1,0,20,6,8,3,12,6,11,2,10,0
16,0,1,0,18,6,7,5,12,6,7,5,12,0
4,0,1,0,30,6,6,0,0,6,6,0,0,0
16,1,0,0,22,7,10,6,11,7,8,6,13,0
9,0,1,0,21,9,9,9,10,10,18,10,11,1
13,0,1,0,26,7,12,6,12,8,8,8,11,0
9,0,1,0,23,5,7,2,10,5,9,1,12,0
5,0,1,1,18,6,6,6,12,6,6,6,12,1
5,1,1,0,21,6,9,5,11,6,8,5,12,0
2,0,1,1,18,0,0,0,0,0,0,0,0,0
6,0,1,0,21,5,14,2,13,5,8,4,12,0
16,0,1,0,18,6,8,5,13,6,7,5,12,0
16,0,1,1,19,6,6,6,13,6,8,5,12,0
11,0,1,0,22,6,14,4,12,6,11,3,11,0
10,0,1,0,19,6,7,6,12,6,7,6,12,1
6,0,0,0,19,5,12,0,0,5,8,0,0,0
10,0,1,0,19,6,10,2,10,6,11,1,13,0
6,0,1,0,27,5,12,3,14,5,8,5,12,1
6,0,1,0,22,5,7,5,14,5,10,5,12,1
15,0,1,0,18,6,8,5,13,6,7,6,13,0
11,0,1,0,20,6,6,6,11,6,8,4,12,1
17,0,1,0,34,8,9,3,11,7,7,2,10,0
12,0,1,0,18,7,9,6,12,8,9,8,13,1
15,0,1,0,20,6,12,4,14,6,7,4,12,1
8,0,1,0,20,5,6,5,16,5,6,5,15,1
17,0,1,0,25,5,7,0,0,5,8,0,0,0
7,0,1,0,18,5,6,5,12,5,9,3,13,0
8,0,0,0,18,6,8,5,11,6,11,4,13,0
16,0,1,1,18,6,8,5,12,6,13,0,0,0
11,0,1,1,19,6,7,5,11,6,7,5,12,1
16,0,1,1,19,6,8,6,12,6,7,5,12,0
10,0,1,1,21,6,6,6,14,6,7,6,12,1
5,0,1,0,29,10,15,9,11,11,17,10,11,0
5,0,1,1,20,6,6,6,12,6,6,6,11,1
3,1,1,1,21,13,13,11,12,11,11,10,12,1
17,0,1,0,34,2,2,2,10,1,1,1,11,0
15,0,1,0,20,6,6,6,12,6,6,6,12,1
17,0,1,0,24,5,10,0,0,5,7,1,12,0
12,0,1,0,18,7,7,7,14,8,9,8,14,1
12,0,1,0,19,7,7,7,12,7,7,7,12,0
9,0,1,1,18,5,10,4,10,5,10,4,11,0
17,0,1,0,28,5,7,4,12,5,7,5,14,0
17,0,1,0,28,5,13,2,11,5,12,1,12,0
11,0,1,0,20,6,9,4,10,6,12,0,0,0
12,0,1,0,22,8,9,8,12,8,9,8,12,1
12,0,1,0,19,8,8,7,12,8,8,7,12,1
14,0,1,0,20,6,10,6,12,6,8,4,13,0
13,0,1,0,26,7,7,2,11,5,10,0,0,0
11,0,0,0,21,6,11,3,11,6,14,0,0,0
2,0,1,0,18,0,0,0,0,0,0,0,0,1
9,0,1,0,18,5,5,5,13,5,6,5,12,1
2,0,1,0,22,17,21,17,12,17,20,17,12,1
7,0,1,0,36,5,0,0,0,5,0,0,0,0
15,0,1,1,20,6,8,6,12,6,8,6,11,1
14,0,1,0,20,6,6,3,12,6,9,0,0,0
17,0,1,0,25,5,11,4,11,5,11,3,13,0
4,0,1,0,35,6,7,5,12,6,11,5,13,1
2,0,1,0,22,0,0,0,0,0,0,0,0,0
5,0,1,0,26,7,8,7,13,8,11,7,12,0
4,1,0,0,20,6,16,4,11,6,15,2,12,0
3,0,1,0,50,13,13,6,11,11,11,2,13,0
12,0,1,0,20,8,12,5,12,8,12,5,12,0
12,0,1,0,20,7,10,5,13,8,9,8,13,0
4,0,0,0,35,6,10,5,15,6,9,1,11,0
14,0,1,1,19,6,7,6,13,6,8,6,14,1
9,0,1,0,43,5,14,0,0,5,5,0,0,0
12,0,1,0,19,8,11,7,13,8,11,7,13,1
12,0,1,0,25,8,11,6,12,8,11,6,12,1
2,0,1,0,19,0,0,0,0,0,0,0,0,1
16,0,1,1,20,6,6,6,12,6,7,6,12,0
2,0,1,0,22,0,0,0,0,0,0,0,0,0
11,0,1,1,19,6,7,6,11,6,6,5,12,0
17,0,1,0,32,5,11,4,10,5,11,4,11,0
15,0,1,0,57,6,7,5,14,6,6,6,14,1
12,0,0,0,20,7,11,4,12,7,7,4,11,0
17,0,0,0,38,5,5,0,0,5,5,0,0,0
17,0,1,0,45,5,6,5,14,5,6,5,14,1
15,1,0,0,43,6,16,2,10,6,12,4,12,0
5,0,1,0,19,6,6,6,13,6,8,6,13,1
17,0,0,0,49,5,8,2,11,5,5,1,11,0
12,0,1,0,43,8,8,7,11,8,8,7,11,0
3,0,1,0,34,6,6,4,12,5,5,0,0,0
7,1,1,0,18,5,9,4,12,5,11,5,11,0
17,0,1,0,43,5,5,5,13,5,6,5,13,1
11,0,1,0,21,6,8,3,12,6,9,1,11,0
17,0,1,0,40,5,9,3,11,5,8,4,12,0
14,0,1,1,19,6,7,4,13,6,10,6,11,1
11,0,1,0,27,6,6,6,10,6,8,4,11,0
13,0,1,0,43,7,7,0,0,8,13,2,13,0
17,0,1,0,31,5,6,5,13,5,7,5,15,1
4,1,1,0,26,6,6,0,0,6,7,0,0,0
17,0,1,0,34,5,5,5,15,5,5,5,16,1
12,0,1,0,30,14,26,12,12,14,26,12,12,1
12,0,1,0,36,7,9,6,12,8,11,0,0,0
17,1,0,0,46,5,5,0,0,5,5,1,10,0
6,0,1,0,22,5,8,3,13,5,8,3,10,1
4,0,1,0,27,6,8,0,0,6,10,0,0,0
7,0,1,0,20,5,7,5,10,5,9,3,12,0
9,0,1,0,20,5,7,5,11,5,7,3,10,0
7,1,0,0,31,4,4,0,0,5,5,0,0,0
7,1,1,0,20,5,7,0,0,5,5,0,0,0
15,0,0,0,21,6,10,2,12,6,0,0,0,0
9,0,1,0,21,5,7,4,10,5,10,2,11,0
9,0,1,0,19,5,8,5,11,5,10,4,13,1
9,0,1,1,20,5,6,5,11,5,8,4,11,1
4,0,1,0,18,6,7,6,16,6,6,6,15,1
15,0,1,1,18,6,6,6,12,6,6,6,11,1
12,1,1,0,30,7,12,4,14,7,9,6,13,0
11,1,0,0,34,6,6,0,0,6,6,0,0,0
14,1,0,0,21,6,11,4,12,6,9,4,13,0
5,0,1,0,20,7,9,5,12,9,10,8,12,0
12,0,1,0,18,8,8,7,13,8,8,7,13,1
2,1,1,0,21,0,0,0,0,0,0,0,0,0
4,0,1,0,26,6,9,1,10,6,6,0,0,0
7,1,1,0,20,5,5,0,0,5,5,0,0,0
4,0,1,0,25,6,16,3,11,6,14,4,11,0
14,0,1,0,19,5,10,0,0,5,5,0,0,0
9,0,1,0,24,5,8,3,10,5,5,1,14,0
8,0,1,0,20,5,7,4,11,5,5,5,13,1
9,0,1,0,20,5,5,0,0,5,5,0,0,0
5,0,1,0,18,6,6,6,12,6,8,6,14,1
13,0,1,0,25,7,14,7,11,8,15,7,12,0
11,0,1,0,22,6,7,5,14,6,6,6,15,1
3,0,0,0,41,6,6,0,0,6,12,0,0,0
9,1,1,1,19,5,11,2,11,5,10,0,0,0
8,0,1,0,21,6,10,6,12,6,12,5,12,1
6,1,1,0,30,6,7,6,16,6,7,6,16,0
12,0,1,1,21,7,9,5,13,8,9,7,13,1
13,0,1,1,26,7,7,0,0,8,8,0,0,0
14,0,1,0,21,7,9,7,14,6,8,6,14,1
12,0,1,0,18,8,8,7,14,8,8,7,14,1
6,0,1,1,19,6,7,6,14,6,10,6,13,1
6,0,1,1,18,6,7,6,13,6,10,6,13,1
9,0,1,0,19,5,10,3,11,5,9,4,11,0
6,0,1,0,21,6,11,4,11,6,12,3,13,0
9,0,1,1,18,5,15,2,10,5,14,2,12,0
12,0,1,1,24,8,15,6,12,8,15,6,12,1
8,0,1,0,21,5,12,1,11,5,9,2,10,0
6,0,1,0,23,6,14,5,14,6,7,6,13,1
12,0,1,1,18,8,8,7,14,8,8,7,14,1
6,0,0,0,26,6,8,6,15,6,7,5,14,0
8,0,1,0,20,5,9,4,12,5,6,5,13,1
10,0,1,0,18,6,7,6,13,6,7,6,13,1
10,0,1,0,20,6,6,6,12,6,7,6,12,1
12,0,1,0,20,8,8,7,14,8,8,7,14,0
10,0,1,0,18,6,15,2,10,6,13,3,13,0
15,0,1,1,22,6,7,5,13,6,7,5,13,1
12,1,1,0,20,7,7,6,15,7,7,6,15,1
12,0,1,1,19,7,7,7,13,8,8,8,15,1
8,1,1,0,18,6,13,6,10,6,10,4,11,0
9,0,1,0,18,5,11,5,11,5,8,5,12,1
6,0,1,1,19,5,7,4,14,5,5,5,13,1
5,0,1,1,19,6,6,6,14,6,8,6,12,1
3,0,1,0,24,6,7,6,12,6,8,6,12,1
10,0,1,0,21,6,7,6,13,6,6,6,14,1
10,0,1,1,20,6,7,6,13,6,7,6,14,1
11,1,0,1,28,6,6,6,10,6,7,5,11,0
16,0,1,0,21,6,7,6,13,6,8,6,13,1
12,1,1,0,20,7,7,7,12,8,10,6,11,0
4,0,0,0,36,6,8,0,0,6,10,0,0,0
17,0,0,0,42,4,4,0,0,5,0,0,0,0
17,0,1,0,47,5,9,4,11,5,6,5,11,0
7,0,0,0,25,5,8,0,0,5,5,0,0,0
14,0,1,1,25,6,8,6,14,6,6,6,13,1
3,0,1,0,48,6,6,0,0,5,6,0,0,0
17,0,1,1,32,10,12,10,13,10,10,10,12,1
17,0,1,0,38,10,10,10,13,10,10,5,13,0
10,0,1,0,37,16,23,15,11,11,17,9,11,1
9,0,0,0,26,5,8,1,10,5,9,1,10,0
6,0,1,0,23,6,19,0,0,6,6,0,0,0
4,0,1,0,23,6,6,0,0,6,8,0,0,0
4,0,1,0,20,6,12,4,10,6,13,4,12,0
12,0,1,0,26,7,8,6,13,8,10,7,13,0
3,0,1,0,45,9,13,8,11,7,10,6,10,0
3,0,1,1,26,6,10,3,12,6,14,3,11,0
3,0,1,0,26,11,16,10,11,7,7,7,13,1
17,0,1,0,25,5,8,3,11,5,8,3,11,0
12,0,1,0,18,8,8,8,13,8,8,8,13,1
12,0,1,0,27,8,8,7,14,8,8,7,14,1
3,0,0,0,24,5,5,0,0,5,10,0,0,0
9,0,1,0,20,5,8,5,12,5,7,5,12,1
12,0,1,1,18,7,9,0,0,7,8,1,10,0
13,0,1,1,18,7,9,7,14,8,8,8,13,1
12,0,1,0,18,8,8,8,13,8,8,8,13,1
12,0,1,0,19,8,10,5,12,8,10,5,12,0
12,0,1,1,19,8,8,8,14,8,8,8,14,1
12,0,1,1,19,7,9,5,14,7,9,7,11,0
12,0,1,0,18,8,8,7,15,8,8,7,15,1
2,0,1,1,18,0,0,0,0,0,0,0,0,0
14,0,1,0,19,5,5,4,13,6,9,5,12,0
4,0,1,0,23,17,28,17,13,12,22,12,13,1
10,0,1,1,21,6,9,5,12,6,7,5,11,1
12,0,1,1,18,7,8,7,13,8,10,8,13,1
16,1,0,0,20,6,12,3,10,6,14,1,11,0
15,0,1,0,23,6,11,3,11,6,7,2,11,0
10,0,1,0,20,6,7,5,13,6,6,6,12,0
5,0,1,1,18,6,8,6,13,6,11,6,12,1
3,0,1,0,29,11,14,11,12,7,7,7,13,1
15,0,1,0,28,6,11,3,13,6,15,1,12,0
14,0,1,0,19,5,7,3,11,5,7,4,11,0
14,1,0,0,24,6,12,0,0,6,9,0,0,0
2,1,1,1,33,0,0,0,0,0,0,0,0,0
9,0,0,0,19,5,7,2,12,5,13,1,11,0
6,0,1,0,19,6,7,6,14,6,8,6,14,1
3,0,1,0,37,9,13,8,12,7,8,7,11,1
2,1,0,1,18,0,0,0,0,0,0,0,0,1
17,0,1,0,29,5,5,0,0,5,5,0,0,0
12,0,1,0,37,7,8,7,12,8,8,8,12,1
12,0,1,0,36,7,0,0,0,8,0,0,0,0
14,0,1,0,19,6,6,6,13,6,8,5,14,1
12,0,1,1,33,14,20,14,13,14,20,14,13,1
7,0,0,0,34,7,13,5,12,7,7,3,11,0
11,0,1,0,18,6,6,6,15,6,6,6,16,1
8,0,1,0,20,6,6,0,0,6,6,0,0,0
15,0,1,1,19,6,7,6,14,6,6,6,15,1
6,0,1,0,20,6,7,6,16,6,6,6,15,1
10,0,1,1,19,6,9,6,10,6,7,6,11,1
12,0,1,0,19,7,8,6,11,8,11,6,12,1
15,0,1,1,22,6,8,5,11,6,7,6,12,1
14,0,1,0,18,6,8,6,14,6,9,6,14,0
15,0,1,1,18,6,6,6,12,6,8,6,12,1
12,0,1,0,19,7,12,4,13,7,8,6,12,0
16,0,1,1,19,6,6,6,12,6,6,6,12,1
12,1,0,0,31,7,8,5,12,7,8,5,12,0
12,0,1,0,18,7,7,7,13,8,8,8,14,1
10,1,1,1,19,6,11,3,11,6,9,4,11,1
2,0,1,0,18,0,0,0,0,0,0,0,0,1
10,0,1,1,19,6,11,5,11,6,10,6,11,1
12,0,1,0,19,7,7,6,14,7,7,6,14,1
9,0,1,1,19,5,6,4,11,5,9,4,13,0
3,0,1,0,30,10,11,9,12,7,7,7,12,1
15,0,1,0,18,6,6,0,0,6,10,3,11,0
12,0,1,0,18,8,11,7,12,8,11,7,12,1
6,0,1,0,21,5,12,0,0,5,5,0,0,0
10,0,1,1,19,6,6,6,15,6,7,6,13,1
14,0,1,1,19,6,7,6,13,6,9,5,14,0
12,0,1,0,19,7,11,5,11,7,8,5,13,0
8,0,1,0,19,6,8,6,11,6,12,4,13,0
14,0,1,1,19,6,6,6,13,6,10,5,13,1
17,0,1,1,39,5,13,4,12,5,14,2,10,1
5,0,1,0,18,6,6,6,12,6,6,6,12,0
2,0,1,0,20,0,0,0,0,0,0,0,0,0
9,0,1,0,19,5,8,5,12,5,9,4,11,1
9,0,1,0,18,5,5,5,12,5,5,4,11,0
4,1,0,0,34,6,10,6,14,6,9,6,12,0
14,0,1,0,22,5,8,3,12,5,9,2,11,0
6,0,1,0,24,6,7,6,14,6,10,5,13,1
9,0,1,0,34,15,17,12,11,13,13,11,13,1
17,0,1,0,46,5,5,0,0,5,5,0,0,0
9,0,1,0,50,5,12,3,13,5,8,5,12,0
17,0,0,0,37,5,5,0,0,5,5,0,0,0
6,0,1,0,18,6,6,6,17,6,6,6,15,1
6,0,1,1,25,6,13,3,11,6,14,2,11,0
4,0,1,0,46,19,24,19,12,13,13,13,11,1
5,0,1,1,30,6,8,6,13,6,9,5,12,1
17,1,0,0,37,5,0,0,0,5,0,0,0,0
17,0,1,0,50,5,9,2,10,5,7,3,11,0
4,0,1,0,20,6,7,6,13,6,9,6,12,1
13,0,1,0,39,3,7,1,14,2,4,0,0,0
15,0,0,0,53,5,5,0,0,4,5,0,0,0
9,0,1,0,54,15,20,13,12,13,13,10,11,0
6,0,1,0,19,6,8,4,14,6,6,5,13,1
15,0,0,0,20,6,6,0,0,6,0,0,0,0
15,1,1,0,18,6,6,6,14,6,6,6,14,1
4,1,1,0,21,13,21,11,11,11,14,11,10,1
5,0,1,0,18,6,8,6,13,6,8,6,14,1
12,1,1,0,19,7,0,0,0,8,0,0,0,0
12,0,1,1,18,7,10,5,13,7,8,7,12,0
15,0,1,0,19,6,6,6,15,6,6,6,13,1
2,0,1,1,18,0,0,0,0,0,0,0,0,0
14,0,1,0,19,6,7,5,13,6,6,5,12,1
3,0,1,0,48,6,9,5,13,6,10,4,12,0
10,1,1,0,34,6,13,4,11,6,8,4,13,1
6,0,1,0,18,5,5,5,12,5,7,5,11,1
3,0,1,0,50,6,8,6,12,6,6,6,11,1
16,1,1,0,41,21,23,21,12,19,19,19,12,1
15,0,1,1,22,6,11,5,12,6,11,5,11,0
9,0,1,0,43,5,5,5,16,5,5,5,16,1
3,0,1,0,50,1,1,0,0,6,0,0,0,0
4,0,1,0,60,6,10,6,12,6,6,4,14,1
9,0,1,0,41,5,14,4,14,5,12,5,13,0
17,0,1,0,47,5,5,5,14,5,5,5,14,1
2,0,1,0,22,17,22,17,10,17,18,17,11,1
12,0,1,0,41,7,0,0,0,8,0,0,0,0
17,0,1,0,28,10,15,6,10,10,17,9,11,0
11,0,1,0,32,15,21,13,12,15,22,13,12,1
17,0,1,0,50,5,0,0,0,5,0,0,0,0
9,0,1,0,53,15,15,15,11,13,13,12,11,0
13,1,0,0,54,7,7,0,0,5,10,0,0,0
3,0,1,0,49,6,9,5,12,6,12,4,11,0
16,0,1,0,34,12,18,11,13,13,22,8,11,0
3,0,1,0,45,6,13,4,12,6,8,3,11,0
3,0,1,1,47,6,8,5,12,6,10,4,11,1
10,0,1,0,22,10,15,8,11,7,16,5,11,0
17,0,1,0,33,5,14,1,10,5,13,2,12,0
3,0,1,1,43,6,7,6,12,6,8,6,11,1
4,0,1,0,54,13,13,13,14,12,15,12,15,1
3,0,1,0,39,11,13,11,14,8,8,8,13,1
17,0,1,0,39,5,6,5,11,5,5,5,13,1
16,0,1,1,18,6,8,6,13,6,6,6,12,1
10,0,1,1,19,6,8,6,13,6,7,6,11,1
14,0,1,1,18,6,6,6,14,6,9,5,13,1
3,0,1,0,44,8,13,8,13,6,9,6,12,1
17,0,1,0,27,5,5,0,0,5,6,0,0,0
14,0,1,1,18,6,6,6,13,6,8,6,12,1
3,0,1,0,45,12,12,9,12,7,8,6,12,0
16,0,1,0,20,6,7,6,12,6,7,5,13,1
3,0,1,0,40,6,7,6,11,6,7,6,10,1
17,0,1,0,40,5,9,4,11,5,6,5,12,0
12,0,1,0,18,7,8,7,13,8,8,8,14,1
12,0,1,0,21,8,8,7,12,8,8,7,12,1
2,0,1,0,20,0,0,0,0,0,0,0,0,1
17,0,1,0,36,12,21,11,11,12,22,12,11,0
3,0,1,0,27,5,5,0,0,6,0,0,0,0
13,0,1,0,32,7,10,7,11,8,8,8,13,1
10,0,1,1,18,6,6,6,14,6,6,6,13,1
3,0,1,0,37,6,13,4,12,6,10,3,12,0
15,0,1,0,19,6,7,6,12,6,7,6,12,1
3,0,1,1,41,6,8,6,11,6,9,6,11,1
12,0,1,1,18,7,7,6,14,7,7,6,14,1
6,0,1,0,21,9,14,8,13,7,10,7,13,1
4,1,0,0,23,6,13,5,11,6,11,4,12,0
15,0,1,0,18,6,0,0,0,6,0,0,0,0
12,0,1,0,18,8,8,8,13,8,8,8,13,1
6,0,1,0,21,6,0,0,0,6,0,0,0,0
10,0,1,0,19,6,8,6,14,6,8,6,14,1
9,0,1,0,47,5,0,0,0,5,0,0,0,0
3,0,1,1,48,6,7,6,10,6,9,5,11,0
3,0,1,0,39,13,19,12,13,10,10,10,14,1
12,0,1,0,19,7,9,6,12,8,9,7,12,1
17,0,1,0,38,15,16,14,10,14,16,12,11,0
4,1,0,0,27,6,6,0,0,6,7,0,0,0
2,0,1,1,18,0,0,0,0,0,0,0,0,1
3,0,1,0,34,6,6,4,13,6,6,0,0,0
10,0,1,0,48,6,14,6,11,6,11,5,12,0
14,0,1,0,25,5,6,1,11,5,5,0,0,0
12,0,1,1,32,8,9,7,12,8,9,7,12,1
15,0,1,1,18,6,6,6,14,6,6,6,14,1
3,1,1,0,20,6,6,6,13,6,7,6,14,1
9,0,1,0,20,5,8,4,11,5,7,5,10,1
2,0,1,0,20,0,0,0,0,0,0,0,0,0
12,0,1,0,19,8,10,1,13,8,10,1,13,0
17,0,1,0,39,5,9,0,0,5,5,2,12,0
8,1,1,0,29,5,10,1,13,5,14,0,0,0
17,1,1,0,36,5,5,0,0,5,5,0,0,0
12,0,1,0,18,8,12,7,11,8,12,7,11,1
3,0,1,0,51,6,12,0,0,6,11,0,0,0
15,1,1,0,23,6,11,1,16,6,8,4,12,0
6,0,1,0,21,6,0,0,0,6,0,0,0,0
16,0,0,0,28,6,9,4,12,5,5,0,0,0
17,0,1,0,34,5,9,4,11,5,10,4,10,0
3,0,1,0,41,2,2,0,0,6,0,0,0,0
3,0,1,1,43,6,7,5,12,6,6,6,12,1
13,0,1,0,28,7,9,7,12,8,8,8,12,0
2,0,1,1,19,12,12,12,14,11,15,11,13,1
4,0,1,0,26,12,13,6,13,12,14,11,13,1
12,0,1,0,18,7,7,7,11,8,8,8,12,1
16,0,1,0,45,7,12,4,10,7,10,3,13,0
16,0,1,0,19,6,0,0,0,6,0,0,0,0
14,0,1,0,20,6,9,6,12,6,7,6,13,1
16,0,1,0,18,6,6,6,12,6,6,6,12,1
6,0,1,0,27,6,13,3,10,6,19,1,12,0
4,0,1,0,20,6,11,6,14,6,10,5,12,1
6,0,1,0,18,6,7,6,14,6,12,6,13,1
14,0,1,0,35,5,8,5,11,5,7,3,12,0
2,0,1,0,26,0,0,0,0,0,0,0,0,0
10,0,1,1,39,6,7,6,14,6,7,5,14,1
2,0,1,0,18,0,0,0,0,0,0,0,0,1
12,0,1,0,36,7,7,0,0,7,7,0,0,0
3,0,1,0,38,11,11,11,12,8,8,8,11,1
